nombre_uno;valor ;valor_comun;;;;;;;;;;
Engracia;557;1;;;;;;;;;;
Delia Rosa;406;1;;;;;;;;;;
Erminda;633;1;;;;;;;;;;
Maria Amparo;558;1;;;;;;;;;;
Raul Alberto;213;1;;;;;;;;;;
Alberto Cayetano;488;1;;;;;;;;;;
Juana Bautista;465;1;;;;;;;;;;
Serafina;693;1;;;;;;;;;;
Higinia;587;1;;;;;;;;;;
Alejandra;513;1;;;;;;;;;;
Milagro;245;1;;;;;;;;;;
Josefina InÃ¨s;503;1;;;;;;;;;;
Felisa Victoria;345;1;;;;;;;;;;
Basilio;389;1;;;;;;;;;;
Maria Maxima;211;1;;;;;;;;;;
Ramon Antonio;501;1;;;;;;;;;;
Zunilda;340;1;;;;;;;;;;
Vicente Antonio;224;1;;;;;;;;;;
Angel Zacarias;369;1;;;;;;;;;;
Luis Paulino;532;1;;;;;;;;;;
Toribio;599;1;;;;;;;;;;
Leonor Matilde;369;1;;;;;;;;;;
Jose Rodolfo;453;1;;;;;;;;;;
Isidora;159;1;;;;;;;;;;
Raimunda;275;1;;;;;;;;;;
Meliton;237;1;;;;;;;;;;
Andrea;697;1;;;;;;;;;;
Juan Vicente;212;1;;;;;;;;;;
Jorge Alberto;543;1;;;;;;;;;;
Beatriz Maria;293;1;;;;;;;;;;
Miguela;429;1;;;;;;;;;;
Isabel Josefa;278;1;;;;;;;;;;
Hermelinda;403;1;;;;;;;;;;
Maria Ernestina;454;1;;;;;;;;;;
Maria Helenita Josefina Trinidad;532;1;;;;;;;;;;
Abdon;171;1;;;;;;;;;;
Elsa Nelly;493;1;;;;;;;;;;
Ursula;519;1;;;;;;;;;;
Maria Flora;541;1;;;;;;;;;;
Ofelia Esther;647;1;;;;;;;;;;
Nelia Herminia;122;1;;;;;;;;;;
Eustaquio;594;1;;;;;;;;;;
Rosa Albina;673;1;;;;;;;;;;
Alejo Herminio;476;1;;;;;;;;;;
Virginia Selfora;143;1;;;;;;;;;;
Ruth Lilie;658;1;;;;;;;;;;
Celmira Olga;299;1;;;;;;;;;;
Juana Albina;295;1;;;;;;;;;;
Jose Benjamin;384;1;;;;;;;;;;
Eriberta;276;1;;;;;;;;;;
Lidia Nelida;541;1;;;;;;;;;;
Dora Beatriz;622;1;;;;;;;;;;
Alba Rosa;497;1;;;;;;;;;;
Carlos Hugo;191;1;;;;;;;;;;
Delia Maria;189;1;;;;;;;;;;
Bruna;276;1;;;;;;;;;;
Justo;451;1;;;;;;;;;;
Mario Cesar;158;1;;;;;;;;;;
Cantalicio;631;1;;;;;;;;;;
Marcela;290;1;;;;;;;;;;
Rosa Olga;513;1;;;;;;;;;;
Graciana;591;1;;;;;;;;;;
Elida Esther;580;1;;;;;;;;;;
Maria Isolina;201;1;;;;;;;;;;
Roberto Oscar;139;1;;;;;;;;;;
Marta Elena;148;1;;;;;;;;;;
Oreste;227;1;;;;;;;;;;
Nelida Ines;104;1;;;;;;;;;;
Antonia Maria;264;1;;;;;;;;;;
Juana Evangelista;553;1;;;;;;;;;;
Rogelio;131;1;;;;;;;;;;
Ascension;184;1;;;;;;;;;;
Dominga Maria;460;1;;;;;;;;;;
Adela Luisa;387;1;;;;;;;;;;
LucÃ­a Paula;103;1;;;;;;;;;;
Rosa Leonor;588;1;;;;;;;;;;
Candido;682;1;;;;;;;;;;
Lidia Beatriz;344;1;;;;;;;;;;
Elena Alicia;626;1;;;;;;;;;;
Gina;578;1;;;;;;;;;;
Narcisa;563;1;;;;;;;;;;
Donata;496;1;;;;;;;;;;
Ana Magdalena;467;1;;;;;;;;;;
Jose Andres;183;1;;;;;;;;;;
Luis Oscar;559;1;;;;;;;;;;
Elvira Esther;605;1;;;;;;;;;;
Marcos Arturo Jose;635;1;;;;;;;;;;
Leonor Esther;341;1;;;;;;;;;;
Rosa Teresa;462;1;;;;;;;;;;
Geronimo;441;1;;;;;;;;;;
Alfonso;264;1;;;;;;;;;;
Luisa Maria;324;1;;;;;;;;;;
Ana Margarita;201;1;;;;;;;;;;
Estrella;655;1;;;;;;;;;;
Hugo;258;1;;;;;;;;;;
Sumiko;546;1;;;;;;;;;;
Leonides;650;1;;;;;;;;;;
Faustino;521;1;;;;;;;;;;
Santos Nedila;136;1;;;;;;;;;;
Mariano;431;1;;;;;;;;;;
Felisa Evidencia;184;1;;;;;;;;;;
Miguel Oscar;573;1;;;;;;;;;;
Jose Ignacio;266;1;;;;;;;;;;
Zacaria;655;1;;;;;;;;;;
Ramona Antonia;506;1;;;;;;;;;;
Norberto Francisco;283;1;;;;;;;;;;
Juan Agustin;461;1;;;;;;;;;;
Cristina Rosalia;342;1;;;;;;;;;;
Catalina Delia;273;1;;;;;;;;;;
Gabina;669;1;;;;;;;;;;
Irene Esther;433;1;;;;;;;;;;
Leon;153;1;;;;;;;;;;
Estanislada;572;1;;;;;;;;;;
Alcira Angelica;579;1;;;;;;;;;;
Jorge Antonio;548;1;;;;;;;;;;
Milan ;341;1;;;;;;;;;;
Maria Cruz;383;1;;;;;;;;;;
Osvaldo;506;1;;;;;;;;;;
InÃ©s Beatriz;325;1;;;;;;;;;;
Adelina Esther;257;1;;;;;;;;;;
Dorotea;507;1;;;;;;;;;;
Ricardo Hugo Esteban;298;1;;;;;;;;;;
Dora Petrona;156;1;;;;;;;;;;
Elena Herminia;305;1;;;;;;;;;;
Maria Petrona;375;1;;;;;;;;;;
Elida Beatriz;362;1;;;;;;;;;;
Carlos Roberto;189;1;;;;;;;;;;
Fausto Ernesto;573;1;;;;;;;;;;
Ester;618;1;;;;;;;;;;
Epifanio;261;1;;;;;;;;;;
Colomba;549;1;;;;;;;;;;
Carlos Agustin;700;1;;;;;;;;;;
Claudina;466;1;;;;;;;;;;
Sixta;657;1;;;;;;;;;;
Primitiva;688;1;;;;;;;;;;
Isabel Maria;148;1;;;;;;;;;;
Lidia Aide;588;1;;;;;;;;;;
RamÃ³n Roberto;381;1;;;;;;;;;;
Abraham;498;1;;;;;;;;;;
Cesidio;530;1;;;;;;;;;;
Atilio Alberto;543;1;;;;;;;;;;
Maria Consuelo;221;1;;;;;;;;;;
Enrique Ramon;361;1;;;;;;;;;;
Reynaldo;455;1;;;;;;;;;;
Simona;104;1;;;;;;;;;;
Fidel;621;1;;;;;;;;;;
Roberto JesÃºs;152;1;;;;;;;;;;
Oscar Luis;257;1;;;;;;;;;;
Anselmo Enrique;695;1;;;;;;;;;;
Leopoldo;559;1;;;;;;;;;;
Nieves Isabel;252;1;;;;;;;;;;
Elvira Negalisa;422;1;;;;;;;;;;
Fausta;551;1;;;;;;;;;;
Mario Alberto;496;1;;;;;;;;;;
Olga Maria;210;1;;;;;;;;;;
Francisca Maria;432;1;;;;;;;;;;
Nelida Francisca;549;1;;;;;;;;;;
Genaro;237;1;;;;;;;;;;
Sara Maria;690;1;;;;;;;;;;
Maria Grazia;365;1;;;;;;;;;;
RamÃ³n Eduardo;596;1;;;;;;;;;;
Eulalia;211;1;;;;;;;;;;
Damiana;157;1;;;;;;;;;;
Edelma;330;1;;;;;;;;;;
Graciela;595;1;;;;;;;;;;
Laureano;315;1;;;;;;;;;;
Delia Elvira;546;1;;;;;;;;;;
Ana Esther;635;1;;;;;;;;;;
Juan Alejandro;252;1;;;;;;;;;;
Francisco Vicente;164;1;;;;;;;;;;
Susana Esther;311;1;;;;;;;;;;
Graciana Concepcion;273;1;;;;;;;;;;
Efrain;238;1;;;;;;;;;;
Delia Emma;600;1;;;;;;;;;;
Casiano;690;1;;;;;;;;;;
Carlina;666;1;;;;;;;;;;
Silvestre;417;1;;;;;;;;;;
Angelica del Carmen;385;1;;;;;;;;;;
Berta Florencia;540;1;;;;;;;;;;
Holanda Bruna;375;1;;;;;;;;;;
Luis Domingo;696;1;;;;;;;;;;
Julio Argentino;532;1;;;;;;;;;;
Luis Maria;223;1;;;;;;;;;;
Ines Maria;216;1;;;;;;;;;;
Pedro Pascual;169;1;;;;;;;;;;
Ermelinda Antonia;700;1;;;;;;;;;;
Robespier;610;1;;;;;;;;;;
Eladia;610;1;;;;;;;;;;
Enrique Antonio;114;1;;;;;;;;;;
Carlos Pedro;375;1;;;;;;;;;;
Maria Pascua;612;1;;;;;;;;;;
Maria Guillermina;102;1;;;;;;;;;;
Maria Modesta;233;1;;;;;;;;;;
Inocencia;418;1;;;;;;;;;;
Carmen Fabriciana;539;1;;;;;;;;;;
Feliciano;586;1;;;;;;;;;;
Angelica Carmen;286;1;;;;;;;;;;
Medarda;643;1;;;;;;;;;;
Victoriano Agapito;236;1;;;;;;;;;;
Fernanda Rosa;384;1;;;;;;;;;;
Maria Esperanza;410;1;;;;;;;;;;
Elsa Francisca;337;1;;;;;;;;;;
Elena Raquel;366;1;;;;;;;;;;
Haydee Noemi;225;1;;;;;;;;;;
Irene Juana;447;1;;;;;;;;;;
Nicasia Ceferina;389;1;;;;;;;;;;
Carmen NÃ©lida;454;1;;;;;;;;;;
Isabel Angela;266;1;;;;;;;;;;
Wifredo Abel;418;1;;;;;;;;;;
Clodomiro;574;1;;;;;;;;;;
Eusebio;432;1;;;;;;;;;;
Mario RaÃšl;559;1;;;;;;;;;;
Estela Francisca Esther;616;1;;;;;;;;;;
Jorge Enrique;319;1;;;;;;;;;;
Romelia;446;1;;;;;;;;;;
Roberto Jose;678;1;;;;;;;;;;
Francisco Juan;350;1;;;;;;;;;;
Amalia Judith;520;1;;;;;;;;;;
Biagia;598;1;;;;;;;;;;
Olga Francisca;249;1;;;;;;;;;;
Segunda Aurelia;435;1;;;;;;;;;;
Jorgelina Argentina;329;1;;;;;;;;;;
Isidro Jose;147;1;;;;;;;;;;
Rosa Carmen;265;1;;;;;;;;;;
Elvira Carmen  Julia;376;1;;;;;;;;;;
Placida;664;1;;;;;;;;;;
Haydee Carmen;233;1;;;;;;;;;;
Manuel Maria;484;1;;;;;;;;;;
Maga del Carmen;214;1;;;;;;;;;;
Eulogia;610;1;;;;;;;;;;
Elena Esther;122;1;;;;;;;;;;
Maria Elina;422;1;;;;;;;;;;
Justo Pastor;518;1;;;;;;;;;;
Patrocinia;142;1;;;;;;;;;;
Elba Antonia;490;1;;;;;;;;;;
Irma Letizia;572;1;;;;;;;;;;
Elsa Enriqueta;520;1;;;;;;;;;;
Nelida Carolina;141;1;;;;;;;;;;
Diamela Rosa;178;1;;;;;;;;;;
Silvano;658;1;;;;;;;;;;
Nelida Elsa;104;1;;;;;;;;;;
Savina Silvaria;223;1;;;;;;;;;;
Flora Walkiria;467;1;;;;;;;;;;
Teresa Luisa;414;1;;;;;;;;;;
Saverio Humberto;391;1;;;;;;;;;;
Maria Virginia;651;1;;;;;;;;;;
Dora Raquel;380;1;;;;;;;;;;
Dionisio;120;1;;;;;;;;;;
Iriazora;232;1;;;;;;;;;;
Ana Olga;570;1;;;;;;;;;;
Constancio;273;1;;;;;;;;;;
Lidia Ilda;281;1;;;;;;;;;;
Dora Elvira;389;1;;;;;;;;;;
Enrique Rafael;663;1;;;;;;;;;;
Fermin;660;1;;;;;;;;;;
JosÃ© Jacobo;149;1;;;;;;;;;;
Angel Pablo;648;1;;;;;;;;;;
Venancio;102;1;;;;;;;;;;
Elsa Josefa;603;1;;;;;;;;;;
Maria Elva;176;1;;;;;;;;;;
Lia;359;1;;;;;;;;;;
Juan Rodolfo;190;1;;;;;;;;;;
Gertrudis MarÃ­a;516;1;;;;;;;;;;
Elmira Iladislada;338;1;;;;;;;;;;
Alberto Manuel;256;1;;;;;;;;;;
Graciela Nieves;653;1;;;;;;;;;;
Cirila;318;1;;;;;;;;;;
Amelia Dorinda;360;1;;;;;;;;;;
Pedro Luis;561;1;;;;;;;;;;
Felipe Neri;286;1;;;;;;;;;;
Olga Esther;314;1;;;;;;;;;;
Clara Del Carmen;496;1;;;;;;;;;;
Ilda Marcela;668;1;;;;;;;;;;
Lucia Lastenia;398;1;;;;;;;;;;
Nelly Esther;374;1;;;;;;;;;;
Nuncia;169;1;;;;;;;;;;
Manuela Juana;187;1;;;;;;;;;;
Orlando Hevel;201;1;;;;;;;;;;
Cruz Irineo;457;1;;;;;;;;;;
Ana Josefa;531;1;;;;;;;;;;
Luisa Alicia;577;1;;;;;;;;;;
Maria Otilia;405;1;;;;;;;;;;
Corina del Rosario;630;1;;;;;;;;;;
Rene Dionisio;275;1;;;;;;;;;;
Filemon Clodomiro;406;1;;;;;;;;;;
Olivio;261;1;;;;;;;;;;
Elsa Amanda;171;1;;;;;;;;;;
Elba Rosa;519;1;;;;;;;;;;
Eugenio Carlos Nicolas;428;1;;;;;;;;;;
Paz JosÃ©;102;1;;;;;;;;;;
Pedro Pablo;450;1;;;;;;;;;;
Julio Alberto;435;1;;;;;;;;;;
Olga Elena;546;1;;;;;;;;;;
Ernesto Francisco;683;1;;;;;;;;;;
Ana Luisa;605;1;;;;;;;;;;
Audelina Natividad;114;1;;;;;;;;;;
Alejandrina;303;1;;;;;;;;;;
Lucia Teresa;443;1;;;;;;;;;;
Eudaldo Adalberto Manuel;581;1;;;;;;;;;;
Maria Hortensia;278;1;;;;;;;;;;
Leonarda;226;1;;;;;;;;;;
Rosina;235;1;;;;;;;;;;
Sara Josefina;505;1;;;;;;;;;;
Celinda;587;1;;;;;;;;;;
Wenceslaa;130;1;;;;;;;;;;
Elisa Maria;660;1;;;;;;;;;;
Maria Ymelda;636;1;;;;;;;;;;
Dora Elba;356;1;;;;;;;;;;
Modesta Florentina;215;1;;;;;;;;;;
Juana Argentina;221;1;;;;;;;;;;
Elena Ines;325;1;;;;;;;;;;
Polita;137;1;;;;;;;;;;
Olga Lis del Valle;335;1;;;;;;;;;;
Evangelista;207;1;;;;;;;;;;
Marta Gladys;626;1;;;;;;;;;;
Enelida Delia;397;1;;;;;;;;;;
Leonor Celia;222;1;;;;;;;;;;
Maxima Angela;330;1;;;;;;;;;;
Juana Isabel;204;1;;;;;;;;;;
Maria Sara;297;1;;;;;;;;;;
Estefania;394;1;;;;;;;;;;
Antonio Carlos;554;1;;;;;;;;;;
Jose Juan;480;1;;;;;;;;;;
Jose Tomas;186;1;;;;;;;;;;
Prospero;570;1;;;;;;;;;;
Norberto Luis;678;1;;;;;;;;;;
Hipolito Eligorio;222;1;;;;;;;;;;
Rosario del Carmen;481;1;;;;;;;;;;
Gema;347;1;;;;;;;;;;
Fausto Mario;396;1;;;;;;;;;;
Gumersinda;303;1;;;;;;;;;;
Egidio Santiago;662;1;;;;;;;;;;
Mateo;406;1;;;;;;;;;;
Lola;434;1;;;;;;;;;;
Tatiana;108;1;;;;;;;;;;
Marcos Nicomedes;277;1;;;;;;;;;;
Ciriaco;267;1;;;;;;;;;;
Alberto Carlos;100;1;;;;;;;;;;
Jorge Oscar;281;1;;;;;;;;;;
Jorge Luis;640;1;;;;;;;;;;
Blanca Aurora;272;1;;;;;;;;;;
Juana Francisca;560;1;;;;;;;;;;
Maria Delfina;495;1;;;;;;;;;;
Sara Else;277;1;;;;;;;;;;
Carolina Micaela;457;1;;;;;;;;;;
Clarisa;131;1;;;;;;;;;;
Bandi;202;1;;;;;;;;;;
Miriam;244;1;;;;;;;;;;
Juan Pedro;201;1;;;;;;;;;;
Sara del Carmen;588;1;;;;;;;;;;
Berta Ramona;384;1;;;;;;;;;;
Alfredo Hector;584;1;;;;;;;;;;
Felipa Susana;681;1;;;;;;;;;;
Alberto Eduardo;668;1;;;;;;;;;;
Felix Americo;421;1;;;;;;;;;;
Ilda Lucia;382;1;;;;;;;;;;
Antonina BeatrÃ­z;491;1;;;;;;;;;;
Alicia Haydee;295;1;;;;;;;;;;
Emma Argentina;369;1;;;;;;;;;;
Carmen Lidia;619;1;;;;;;;;;;
Carlos Abel;154;1;;;;;;;;;;
Eufemia;351;1;;;;;;;;;;
Severa Esther;269;1;;;;;;;;;;
Isaac;317;1;;;;;;;;;;
Hector Rene;592;1;;;;;;;;;;
Eblin;241;1;;;;;;;;;;
Emma Herminia;488;1;;;;;;;;;;
Hadassa;160;1;;;;;;;;;;
Rosa Ilda;165;1;;;;;;;;;;
Rosa Amelia;501;1;;;;;;;;;;
Irma Rosa;677;1;;;;;;;;;;
Natalia Margarita;305;1;;;;;;;;;;
Maria De La Paz;396;1;;;;;;;;;;
Selva;199;1;;;;;;;;;;
Margarita Salvadora;204;1;;;;;;;;;;
Jose Nobile;518;1;;;;;;;;;;
Isabel Iris;139;1;;;;;;;;;;
Maria Aurora;140;1;;;;;;;;;;
Rosa Haydee;286;1;;;;;;;;;;
Elva Lydia;443;1;;;;;;;;;;
Paula Rosa;322;1;;;;;;;;;;
Gonzalo;145;1;;;;;;;;;;
Neli Beatriz;328;1;;;;;;;;;;
Teodora MÃ‰lida;510;1;;;;;;;;;;
Eva;130;1;;;;;;;;;;
Carmen Herminia;398;1;;;;;;;;;;
Ana Nieves;204;1;;;;;;;;;;
Walter;588;1;;;;;;;;;;
Rafael Vicente;165;1;;;;;;;;;;
Ramon Isidoro;162;1;;;;;;;;;;
Ladislao Antonio;415;1;;;;;;;;;;
Antonio Luis;145;1;;;;;;;;;;
Edisto Delfor;686;1;;;;;;;;;;
Juan Rufino;320;1;;;;;;;;;;
Orlando;587;1;;;;;;;;;;
Purificacion;527;1;;;;;;;;;;
Ruben Mario;574;1;;;;;;;;;;
Miguel Eduardo;490;1;;;;;;;;;;
Segundo Jose;202;1;;;;;;;;;;
Maria Anna;466;1;;;;;;;;;;
Maria Marta;654;1;;;;;;;;;;
Guillerma del Rosario;527;1;;;;;;;;;;
Judela Zulema;311;1;;;;;;;;;;
Ana Mercedes;318;1;;;;;;;;;;
Victoriano;134;1;;;;;;;;;;
Juan Oscar;501;1;;;;;;;;;;
Haydee Teresa;274;1;;;;;;;;;;
Maria Angelita;323;1;;;;;;;;;;
Elsa Yolanda;689;1;;;;;;;;;;
 Luisa;691;1;;;;;;;;;;
Dora Leonor;167;1;;;;;;;;;;
Carlos Armando;493;1;;;;;;;;;;
Juana Victoria;471;1;;;;;;;;;;
Ermelindo;677;1;;;;;;;;;;
Elvira Josefa;363;1;;;;;;;;;;
Jeronima;439;1;;;;;;;;;;
Dorinda;634;1;;;;;;;;;;
Justina Damiana;693;1;;;;;;;;;;
Margarita Lidia;287;1;;;;;;;;;;
Antonio Hector;517;1;;;;;;;;;;
Nelida Dora;112;1;;;;;;;;;;
Rosario Esther;215;1;;;;;;;;;;
Jose Leon;450;1;;;;;;;;;;
Concepciona;321;1;;;;;;;;;;
Victor Angel;334;1;;;;;;;;;;
Adalberto Enrique;627;1;;;;;;;;;;
Fortunato;475;1;;;;;;;;;;
Maria Pilar;248;1;;;;;;;;;;
Armonia;322;1;;;;;;;;;;
Celia Elena;451;1;;;;;;;;;;
Maria Vicenta;216;1;;;;;;;;;;
Lidia Olga;548;1;;;;;;;;;;
Haydee Ebelia;582;1;;;;;;;;;;
Celina De La Nieve;106;1;;;;;;;;;;
Pacio;254;1;;;;;;;;;;
Maria America;651;1;;;;;;;;;;
Obdulio;224;1;;;;;;;;;;
Eva Angelica;136;1;;;;;;;;;;
Irene MarÃ­a;250;1;;;;;;;;;;
Nelida Santina;259;1;;;;;;;;;;
Irma Telma;632;1;;;;;;;;;;
Delmira;482;1;;;;;;;;;;
Faustina Germana;157;1;;;;;;;;;;
Angel  Custodio;360;1;;;;;;;;;;
Carmela Ana;483;1;;;;;;;;;;
Aureliana;182;1;;;;;;;;;;
Ernesto Alberto;466;1;;;;;;;;;;
Amelia Hilda;308;1;;;;;;;;;;
Teofila;389;1;;;;;;;;;;
 Ernestina;379;1;;;;;;;;;;
Juana Irma;276;1;;;;;;;;;;
Camila;615;1;;;;;;;;;;
Carmen Juana;177;1;;;;;;;;;;
Griselda;684;1;;;;;;;;;;
Julia Angela;279;1;;;;;;;;;;
Sebastiana Amalia;248;1;;;;;;;;;;
Enrique Alberto;155;1;;;;;;;;;;
Alicia Antonia;293;1;;;;;;;;;;
Maria De La Asuncion Rita;383;1;;;;;;;;;;
Alicia Esther;214;1;;;;;;;;;;
Arnaldo;425;1;;;;;;;;;;
Armando Sigifredo;276;1;;;;;;;;;;
Gaspar Lorenzo;272;1;;;;;;;;;;
Hector Hugo;243;1;;;;;;;;;;
Dante Nicolas Jose;586;1;;;;;;;;;;
Frida;288;1;;;;;;;;;;
Adelia;158;1;;;;;;;;;;
Nelly Olga;525;1;;;;;;;;;;
Ramona del Carmen;235;1;;;;;;;;;;
Gilberto;537;1;;;;;;;;;;
Aidee Yolanda;384;1;;;;;;;;;;
Nelida Lucia;221;1;;;;;;;;;;
Amparo;608;1;;;;;;;;;;
Elena Carmen;610;1;;;;;;;;;;
Celio;384;1;;;;;;;;;;
Roberto Carlos;130;1;;;;;;;;;;
Yolanda Maria;446;1;;;;;;;;;;
Sara Elena;272;1;;;;;;;;;;
Elia Lorenza;168;1;;;;;;;;;;
Zulema Haidee;694;1;;;;;;;;;;
Barbarita;620;1;;;;;;;;;;
Nora;203;1;;;;;;;;;;
 Agustin;432;1;;;;;;;;;;
CARMEN PETRONILA;395;1;;;;;;;;;;
Elena Francisca;246;1;;;;;;;;;;
Ernesto Cesar;243;1;;;;;;;;;;
Juan Ramon;530;1;;;;;;;;;;
Carlos Luciano;353;1;;;;;;;;;;
Arturo Juan;562;1;;;;;;;;;;
Emma Blanca;581;1;;;;;;;;;;
Ederlinda Emilia;673;1;;;;;;;;;;
Ricardo Omar;320;1;;;;;;;;;;
Ana del Carmen;289;1;;;;;;;;;;
Florencio;409;1;;;;;;;;;;
Maria Oliva;377;1;;;;;;;;;;
Elsa Catalina;309;1;;;;;;;;;;
Agueda;530;1;;;;;;;;;;
Irene Rosa;483;1;;;;;;;;;;
Diego Teofilo;459;1;;;;;;;;;;
Elsa Lidia;353;1;;;;;;;;;;
Nelida Narcisa;570;1;;;;;;;;;;
Carlos Miguel;390;1;;;;;;;;;;
Paula Emilia;300;1;;;;;;;;;;
Francisco Efrain;391;1;;;;;;;;;;
Justa Benefrida;388;1;;;;;;;;;;
Lucia Catalina;646;1;;;;;;;;;;
Antonia Rosa;268;1;;;;;;;;;;
Jacinto Roque;680;1;;;;;;;;;;
Juan Carlos Ludovico;269;1;;;;;;;;;;
Luciana;618;1;;;;;;;;;;
Reimunda;308;1;;;;;;;;;;
Delfina Antonia;300;1;;;;;;;;;;
Oscar Julio;453;1;;;;;;;;;;
Pilar Haydee;273;1;;;;;;;;;;
Crispina Noemi;265;1;;;;;;;;;;
Roberto Teodoro;633;1;;;;;;;;;;
Marta Esther;407;1;;;;;;;;;;
Blanca Aida;569;1;;;;;;;;;;
Claro;625;1;;;;;;;;;;
Osvaldo Juan;343;1;;;;;;;;;;
Dionicio;136;1;;;;;;;;;;
Elma Elisabetta;285;1;;;;;;;;;;
Angela Custodia;447;1;;;;;;;;;;
Domingo Mauricio;276;1;;;;;;;;;;
Carmen Angelica;317;1;;;;;;;;;;
Pierina Luisa;571;1;;;;;;;;;;
Mercedes Isidora Rita;473;1;;;;;;;;;;
Alida;549;1;;;;;;;;;;
Elma;682;1;;;;;;;;;;
Rosa Lia Del Carmen;493;1;;;;;;;;;;
Maria Noemi;348;1;;;;;;;;;;
Maria Clelia;554;1;;;;;;;;;;
Pilar Maria;264;1;;;;;;;;;;
Eolo;649;1;;;;;;;;;;
Manuel Francisco;328;1;;;;;;;;;;
Jorge Raul;178;1;;;;;;;;;;
Jose Felipe;318;1;;;;;;;;;;
Magdalena Luisa;359;1;;;;;;;;;;
Lidia Maria;478;1;;;;;;;;;;
Carolina Esther;424;1;;;;;;;;;;
Elsa Angela Maria;464;1;;;;;;;;;;
Maria Antonieta;323;1;;;;;;;;;;
Zulema Marcela;475;1;;;;;;;;;;
 Ramon Antonio;387;1;;;;;;;;;;
Olimpia;208;1;;;;;;;;;;
Elina Ofelia;105;1;;;;;;;;;;
Gladys Amelia Maria;538;1;;;;;;;;;;
Reina Victoria;371;1;;;;;;;;;;
Dardo;321;1;;;;;;;;;;
Ernesto Reynaldo;470;1;;;;;;;;;;
Gregorio Hector;105;1;;;;;;;;;;
Alfredo Enrique;519;1;;;;;;;;;;
Alberto Pascual;386;1;;;;;;;;;;
Luis Diego;460;1;;;;;;;;;;
Maria Felipa;278;1;;;;;;;;;;
Esther Venancia;693;1;;;;;;;;;;
Olga Celia;575;1;;;;;;;;;;
Ernestina del Carmen;540;1;;;;;;;;;;
Angela Rosa;687;1;;;;;;;;;;
Monica;419;1;;;;;;;;;;
Octavia;450;1;;;;;;;;;;
Haydee Esther;647;1;;;;;;;;;;
Eduardo Raul;500;1;;;;;;;;;;
Salvadora;127;1;;;;;;;;;;
Santiago Luis;440;1;;;;;;;;;;
Magdalena Maria;528;1;;;;;;;;;;
Ricardo Antonio;351;1;;;;;;;;;;
Nelida Raquel;604;1;;;;;;;;;;
TomÃ s SalomÃ¨;531;1;;;;;;;;;;
Margarita Isabel;373;1;;;;;;;;;;
Clara Rosa;129;1;;;;;;;;;;
Mercedes del Carmen;537;1;;;;;;;;;;
Ana Herminia Rosa;187;1;;;;;;;;;;
Liliana;210;1;;;;;;;;;;
Silvio;533;1;;;;;;;;;;
Maria Dominga;680;1;;;;;;;;;;
Ciro Alberto;126;1;;;;;;;;;;
Szepsel;528;1;;;;;;;;;;
Adela Maria;335;1;;;;;;;;;;
Evarista;288;1;;;;;;;;;;
Mario Luis;686;1;;;;;;;;;;
Hipolita;395;1;;;;;;;;;;
Wanda;613;1;;;;;;;;;;
Martha Rosa;154;1;;;;;;;;;;
Aladino;574;1;;;;;;;;;;
Juan Ignacio;263;1;;;;;;;;;;
Delfin;211;1;;;;;;;;;;
Laura Luisa;666;1;;;;;;;;;;
MarÃ­a De Los Milagros;667;1;;;;;;;;;;
JoaquÃ­n JosÃ© Antonio;577;1;;;;;;;;;;
Bernarda;115;1;;;;;;;;;;
Irma Estela;393;1;;;;;;;;;;
Miguel Ruben;291;1;;;;;;;;;;
Dora Irma;526;1;;;;;;;;;;
Maria Emma;507;1;;;;;;;;;;
Emilia Delfina;532;1;;;;;;;;;;
Elba Del Carmen;203;1;;;;;;;;;;
Juana Elvira;170;1;;;;;;;;;;
Ana Carmen;536;1;;;;;;;;;;
Carmen Amalia;126;1;;;;;;;;;;
Rosa Angela;499;1;;;;;;;;;;
Sulema;587;1;;;;;;;;;;
Miguel Esteban;394;1;;;;;;;;;;
Damian;237;1;;;;;;;;;;
Jose Pedro;241;1;;;;;;;;;;
Maria Cesaria;626;1;;;;;;;;;;
Enrique Alfredo;375;1;;;;;;;;;;
Micaela Rita;370;1;;;;;;;;;;
Adan Jacinto;109;1;;;;;;;;;;
Alisia;268;1;;;;;;;;;;
Elva;418;1;;;;;;;;;;
Ana Regina;145;1;;;;;;;;;;
Domingo Antonio;376;1;;;;;;;;;;
Marcelina Rosario;141;1;;;;;;;;;;
Nelida Antonia;285;1;;;;;;;;;;
Laurentina;637;1;;;;;;;;;;
Fructuoso;668;1;;;;;;;;;;
Mercedes Catalina;396;1;;;;;;;;;;
Juan Previsto;358;1;;;;;;;;;;
Tomiko;656;1;;;;;;;;;;
Imelda Asuncion;176;1;;;;;;;;;;
Ilda Ernestina;202;1;;;;;;;;;;
Elda Anelida;400;1;;;;;;;;;;
Cipriana;441;1;;;;;;;;;;
Elvira Luisa;108;1;;;;;;;;;;
Dalmacia Ramona Azucena;152;1;;;;;;;;;;
AmÃ©rica Eduarda;608;1;;;;;;;;;;
Armelinda Aurora;404;1;;;;;;;;;;
Elida Rosa;251;1;;;;;;;;;;
Rosa Dora;597;1;;;;;;;;;;
Placida Rosario;640;1;;;;;;;;;;
Claudia T;305;1;;;;;;;;;;
Julia Ymelda;593;1;;;;;;;;;;
Salvadora Teresa;463;1;;;;;;;;;;
Maria Laura;583;1;;;;;;;;;;
Estrella Nicolasa;547;1;;;;;;;;;;
